seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
OTU_30	42062	No terminal repeats	NA	59	11	0.9733	NA	17	69.2622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_447	8553	No terminal repeats	NA	20	11	0.9733	NA	1	24.1266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_437	8629	No terminal repeats	NA	21	11	0.9732	NA	1	16.9906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_113	22843	No terminal repeats	NA	26	11	0.9732	NA	11	31.9288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7914	1151	No terminal repeats	NA	3	11	0.9731	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_61	36193	No terminal repeats	NA	48	11	0.9731	NA	16	57.6741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1962	3319	No terminal repeats	NA	3	11	0.9731	NA	0	4.6951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5301	1543	No terminal repeats	NA	5	11	0.9730	NA	1	4.8926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_800	5949	No terminal repeats	NA	13	11	0.9730	NA	1	11.9970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_56	37186	No terminal repeats	NA	62	11	0.9729	NA	8	52.9849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_71	34676	No terminal repeats	NA	52	11	0.9729	NA	17	65.2985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_704	6431	No terminal repeats	NA	9	11	0.9727	NA	8	14.3257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3142	2318	No terminal repeats	NA	4	11	0.9727	NA	0	3.3293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2296	2941	No terminal repeats	NA	7	11	0.9727	NA	0	5.8276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2319	2910	No terminal repeats	NA	7	11	0.9727	NA	0	5.6867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9049	1046	No terminal repeats	NA	3	11	0.9727	NA	0	3.1921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_188	15206	No terminal repeats	NA	19	11	0.9727	NA	7	26.2685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_550	7419	No terminal repeats	NA	15	11	0.9727	NA	0	8.7804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_229	13056	No terminal repeats	NA	22	11	0.9727	NA	2	28.5180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1503	3969	No terminal repeats	NA	6	11	0.9726	NA	0	7.3711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_179	15545	No terminal repeats	NA	29	11	0.9726	NA	1	29.6365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8|provirus_34_14708	14675	Provirus	34-14708	16	11	0.9726	NA	0	19.7487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2010	3262	No terminal repeats	NA	6	11	0.9726	NA	6	8.4440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_93	28802	No terminal repeats	NA	53	11	0.9725	NA	5	61.9894	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1139	4815	No terminal repeats	NA	11	11	0.9725	NA	0	15.8696	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2291	2947	No terminal repeats	NA	6	11	0.9725	NA	2	6.6796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_169	16363	No terminal repeats	NA	30	11	0.9725	NA	0	40.4567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1342	4280	No terminal repeats	NA	5	11	0.9724	NA	0	5.5519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2001	3273	No terminal repeats	NA	8	11	0.9724	NA	0	4.9716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_232	13027	No terminal repeats	NA	18	11	0.9723	NA	4	20.9079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3484	2145	No terminal repeats	NA	3	11	0.9723	NA	1	4.8521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4310	1806	No terminal repeats	NA	5	11	0.9722	NA	0	6.5861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_482	8173	No terminal repeats	NA	13	11	0.9722	NA	1	12.4218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_254	12143	No terminal repeats	NA	22	11	0.9721	NA	2	11.6919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6346	1348	No terminal repeats	NA	2	11	0.9721	NA	1	1.4774	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Mulpavirales
OTU_2551	2717	No terminal repeats	NA	3	11	0.9721	NA	2	3.0679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2481	2763	No terminal repeats	NA	5	11	0.9721	NA	0	4.5558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2412	2829	No terminal repeats	NA	5	11	0.9721	NA	1	4.1724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3387	2192	DTR	NA	3	11	0.9721	NA	1	3.4366	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae
OTU_69	34933	No terminal repeats	NA	40	11	0.9720	NA	13	48.2351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_160	17112	No terminal repeats	NA	40	11	0.9720	NA	1	22.3734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9	51190	No terminal repeats	NA	50	11	0.9719	NA	17	55.4223	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1924	3364	No terminal repeats	NA	7	11	0.9718	NA	2	9.4660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_111	23237	No terminal repeats	NA	28	11	0.9718	NA	3	17.8726	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6758	1287	No terminal repeats	NA	3	11	0.9718	NA	0	4.4521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8014	1142	No terminal repeats	NA	3	11	0.9717	NA	0	4.4272	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_736	6220	No terminal repeats	NA	10	11	0.9717	NA	8	12.1213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1920	3367	No terminal repeats	NA	4	11	0.9717	NA	1	4.4427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_120	21720	No terminal repeats	NA	34	11	0.9716	NA	9	37.1737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_39	40117	No terminal repeats	NA	54	11	0.9715	NA	5	60.4097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4845	1649	No terminal repeats	NA	3	11	0.9714	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_690	6530	No terminal repeats	NA	7	11	0.9714	NA	5	9.2033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1337	4289	No terminal repeats	NA	2	11	0.9714	NA	1	3.1479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_47	38651	No terminal repeats	NA	49	11	0.9713	NA	13	49.1543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_838	5787	No terminal repeats	NA	12	11	0.9713	NA	0	15.9013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2761	2545	No terminal repeats	NA	8	11	0.9713	NA	0	9.4316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_805	5927	No terminal repeats	NA	9	11	0.9713	NA	4	7.0231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_834	5794	No terminal repeats	NA	4	11	0.9712	NA	0	3.9222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_183	15275	No terminal repeats	NA	28	11	0.9712	NA	0	36.3983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_429	8707	No terminal repeats	NA	13	11	0.9712	NA	2	17.1072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3037	2377	No terminal repeats	NA	4	11	0.9711	NA	2	5.3051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_470	8322	No terminal repeats	NA	13	11	0.9710	NA	9	18.1809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_858	5690	No terminal repeats	NA	10	11	0.9709	NA	1	8.0216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_247	12305	No terminal repeats	NA	16	11	0.9708	NA	6	15.2939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_869	5668	No terminal repeats	NA	10	11	0.9708	NA	1	13.9770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_406	8969	No terminal repeats	NA	9	11	0.9708	NA	3	10.2442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3372	2199	No terminal repeats	NA	4	11	0.9708	NA	1	4.5388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_182	15276	No terminal repeats	NA	31	11	0.9707	NA	2	40.4340	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4812	1661	No terminal repeats	NA	4	11	0.9707	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_117	21851	No terminal repeats	NA	21	11	0.9707	NA	3	27.7288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_31	41187	No terminal repeats	NA	59	11	0.9707	NA	13	79.6892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1373	4224	No terminal repeats	NA	7	11	0.9707	NA	0	6.1086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6078	1391	No terminal repeats	NA	4	11	0.9706	NA	0	5.8509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_956	5366	No terminal repeats	NA	11	11	0.9704	NA	0	9.9783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7	56845	DTR	NA	83	11	0.9704	NA	10	87.7006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2336	2890	No terminal repeats	NA	3	11	0.9703	NA	1	3.4366	Viruses;Anelloviridae
OTU_2232	3001	No terminal repeats	NA	5	11	0.9703	NA	3	7.8438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1082	4983	No terminal repeats	NA	11	11	0.9703	NA	2	7.9041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_73	34510	No terminal repeats	NA	49	11	0.9702	NA	7	61.7586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_138	19324	No terminal repeats	NA	25	11	0.9702	NA	11	26.1777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4800	1664	No terminal repeats	NA	4	11	0.9702	NA	1	5.8972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3084	2350	No terminal repeats	NA	3	11	0.9701	NA	1	3.1126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3641	2076	No terminal repeats	NA	5	11	0.9701	NA	0	5.0834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3472	2153	No terminal repeats	NA	3	11	0.9700	NA	1	4.4495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2180	3062	No terminal repeats	NA	7	11	0.9700	NA	0	4.1725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_91	29379	No terminal repeats	NA	38	11	0.9700	NA	15	44.0197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3205	2281	No terminal repeats	NA	5	11	0.9699	NA	0	7.2527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3502	2135	No terminal repeats	NA	3	11	0.9698	NA	0	3.6346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_82	30647	No terminal repeats	NA	48	11	0.9698	NA	3	27.5221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3556	2107	No terminal repeats	NA	3	11	0.9697	NA	1	3.3985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1964	3313	No terminal repeats	NA	10	11	0.9697	NA	0	4.8271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7122	1240	No terminal repeats	NA	3	11	0.9697	NA	0	5.1483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_664	6693	No terminal repeats	NA	7	11	0.9697	NA	0	6.1734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5197	1564	No terminal repeats	NA	2	11	0.9696	NA	0	3.1199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2995	2400	No terminal repeats	NA	5	11	0.9696	NA	2	4.6613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_209	13717	No terminal repeats	NA	18	11	0.9695	NA	3	23.4614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3639	2077	No terminal repeats	NA	4	11	0.9695	NA	3	6.1955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1640	3745	No terminal repeats	NA	6	11	0.9695	NA	0	4.6918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_142	18832	No terminal repeats	NA	22	11	0.9693	NA	10	29.2261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_302|provirus_3245_10827	7583	Provirus	3245-10827	17	11	0.9692	NA	1	12.7440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8790	1068	No terminal repeats	NA	2	4	0.9691	NA	1	3.1064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2198	3035	No terminal repeats	NA	3	11	0.9691	NA	2	3.7927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_83	30642	No terminal repeats	NA	42	11	0.9690	NA	8	46.1351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3687	2054	No terminal repeats	NA	4	11	0.9688	NA	2	6.6748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_197	14461	No terminal repeats	NA	21	11	0.9688	NA	2	18.2201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1865	3423	No terminal repeats	NA	5	11	0.9687	NA	2	7.3046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3593	2089	No terminal repeats	NA	2	11	0.9687	NA	2	2.9836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6328	1351	No terminal repeats	NA	3	11	0.9687	NA	1	5.1439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_149	17912	No terminal repeats	NA	20	11	0.9686	NA	1	27.0694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Rountreeviridae
OTU_8599	1084	No terminal repeats	NA	2	11	0.9686	NA	1	2.9703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2134	3120	No terminal repeats	NA	5	11	0.9686	NA	2	7.5538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1743	3584	No terminal repeats	NA	10	11	0.9686	NA	0	8.2119	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5761	1446	No terminal repeats	NA	4	11	0.9685	NA	0	4.6318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6	60794	No terminal repeats	NA	58	11	0.9685	NA	2	12.5237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5097	1586	No terminal repeats	NA	4	11	0.9684	NA	0	5.1568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4607	1716	No terminal repeats	NA	4	11	0.9684	NA	0	4.1728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_933	5433	No terminal repeats	NA	16	11	0.9684	NA	0	17.6235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1829	3459	No terminal repeats	NA	4	11	0.9683	NA	3	6.8325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7671	1176	No terminal repeats	NA	4	11	0.9681	NA	3	6.1679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_251	12249	DTR	NA	20	11	0.9681	NA	5	15.9999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_97	26707	No terminal repeats	NA	31	11	0.9681	NA	10	32.1861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1196	4670	No terminal repeats	NA	8	11	0.9681	NA	1	3.8691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_398	9086	No terminal repeats	NA	16	11	0.9680	NA	2	13.8159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_890	5593	No terminal repeats	NA	13	11	0.9680	NA	0	15.7911	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4064	1891	No terminal repeats	NA	4	11	0.9679	NA	2	5.6527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2246	2992	No terminal repeats	NA	4	11	0.9679	NA	1	5.1689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1719	3623	No terminal repeats	NA	4	11	0.9678	NA	1	4.4526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_906	5550	No terminal repeats	NA	17	11	0.9677	NA	2	14.1435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2986	2404	No terminal repeats	NA	4	11	0.9676	NA	2	5.5004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6871	1273	No terminal repeats	NA	3	11	0.9675	NA	2	3.0205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3749	2025	No terminal repeats	NA	5	11	0.9674	NA	0	7.4962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1576	3851	No terminal repeats	NA	11	11	0.9674	NA	1	11.4495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3032	2379	No terminal repeats	NA	4	11	0.9673	NA	1	4.2854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1705	3636	No terminal repeats	NA	6	11	0.9671	NA	1	6.2205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5479	1503	No terminal repeats	NA	3	11	0.9669	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1014	5194	No terminal repeats	NA	8	11	0.9669	NA	1	10.8379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_439	8609	No terminal repeats	NA	19	11	0.9668	NA	1	8.6854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2895	2458	No terminal repeats	NA	4	11	0.9668	NA	3	6.7607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9100	1042	No terminal repeats	NA	4	11	0.9667	NA	2	4.7856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9245	1031	No terminal repeats	NA	3	11	0.9666	NA	2	4.2593	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2219	3015	No terminal repeats	NA	8	11	0.9666	NA	1	8.8725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2623	2670	No terminal repeats	NA	4	11	0.9664	NA	3	3.6859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3827	1994	No terminal repeats	NA	5	11	0.9663	NA	2	6.7210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_121	15903	No terminal repeats	NA	16	11	0.9663	NA	4	25.6876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8360	1105	No terminal repeats	NA	3	11	0.9661	NA	0	4.8467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9151	1038	No terminal repeats	NA	3	11	0.9661	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5190	1565	No terminal repeats	NA	4	11	0.9661	NA	1	4.4362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_364	9557	No terminal repeats	NA	18	11	0.9659	NA	2	14.7054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2575	2700	No terminal repeats	NA	4	11	0.9657	NA	0	4.6847	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4886	1641	No terminal repeats	NA	3	11	0.9657	NA	0	4.9599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2020	3248	No terminal repeats	NA	6	11	0.9652	NA	1	8.0918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3824	1995	No terminal repeats	NA	6	11	0.9650	NA	1	8.3021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1188	4696	No terminal repeats	NA	8	11	0.9650	NA	1	7.2640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2985	2404	No terminal repeats	NA	3	11	0.9650	NA	1	2.8716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_250	12250	No terminal repeats	NA	19	11	0.9650	NA	1	13.5524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1280	4442	No terminal repeats	NA	7	11	0.9649	NA	1	9.4200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2210	3025	No terminal repeats	NA	4	11	0.9648	NA	0	5.3178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_619	6970	No terminal repeats	NA	6	11	0.9648	NA	4	5.9891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_59	36256	No terminal repeats	NA	48	11	0.9648	NA	17	48.7133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_208	13735	No terminal repeats	NA	23	11	0.9647	NA	1	24.5463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6308	1354	No terminal repeats	NA	3	11	0.9646	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6588	1312	No terminal repeats	NA	3	11	0.9646	NA	0	4.6165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_467	8329	No terminal repeats	NA	13	11	0.9646	NA	0	14.0061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2221	3015	No terminal repeats	NA	6	11	0.9645	NA	1	8.4944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_294	11050	No terminal repeats	NA	15	11	0.9643	NA	0	3.2792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7292	1218	No terminal repeats	NA	4	11	0.9642	NA	2	6.2471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3678	2057	No terminal repeats	NA	3	11	0.9642	NA	0	4.2552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2698	2603	No terminal repeats	NA	4	11	0.9641	NA	2	6.5969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8945	1056	No terminal repeats	NA	4	11	0.9641	NA	0	4.5463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2086	3166	No terminal repeats	NA	3	11	0.9638	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1957	3324	No terminal repeats	NA	4	11	0.9636	NA	0	4.4965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3630	2079	No terminal repeats	NA	5	11	0.9635	NA	1	6.6493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_57	36982	No terminal repeats	NA	49	11	0.9635	NA	10	53.5291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5229	1559	No terminal repeats	NA	3	11	0.9634	NA	3	4.7434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3703	2045	No terminal repeats	NA	4	11	0.9633	NA	1	6.1683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4141	1865	No terminal repeats	NA	3	11	0.9633	NA	1	2.6157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3487	2144	No terminal repeats	NA	7	11	0.9632	NA	0	8.5665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
